Title,Reviews,Review_Points,Address,Website,Phone,latitude,longitude,Category
Cafe 89,21 reviews,5.0,"Shop 10, B, 1 Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 46300, Pakistan",Add website,092 335 0404074,33.6375259,73.0725545,Fast food restaurant
City Nights Cafe,2 reviews,5.0,"Commercial Market, Commercial Market Rd, Block B, Satellite Town, Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",Add website,Add place's phone number,33.6357528,73.0707141,Cafe
Crisp n Spice,152 reviews,4.5,"Commercial Market Rd, near national bank, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",crispnspice.com,092 51 4571654,33.6366395,73.0687325,Fast food restaurant
Lahore Sweets & Refreshment Centre,8 reviews,4.9,"Commercial Market Rd, Block B, Satellite Town, Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",Add website,092 347 5366785,33.6377793,73.070398!,Cafe
Truck Dhaba,14 reviews,3.9,"J3Q9+69P, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 314 4433113,33.6380845,73.0684679,Cafe
Manolo gelato cafe - commercial market rawalpindi,33 reviews,4.5,"Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 44000, Pakistan",manolo.com.pk,092 51 7066012,33.6373114,73.0679551,Ice cream shop
Tea Positive,55 reviews,4.7,"B-998, near Haideri Chowk, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 332 2567892,33.6375339,73.0646735,Coffee shop
De Patisserie Club,174 reviews,4.7,"Fifth Rd, D Block Block D Satellite Town, Rawalpindi, Punjab 46300, Pakistan",facebook.com,092 51 4840737,33.6401611,73.065802!,Bakery
MAMA FOODS,37 reviews,4.9,"B, Rawalpindi, 46300, Pakistan",Add website,092 331 5866262,33.6351445,73.0711311,Pakistani restaurant
Kashmir Cafe,1 review,4.0,"link Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 333 9427348,33.6354148,73.0716758,Coffee shop
LimeLife,17 reviews,4.7,"4th B Road, Commercial Market Rd, Satellite Town, Rawalpindi, Pakistan",Add website,092 336 5343813,33.6328474,73.0708316,Other
Quetta Umar Khan Cafe,21 reviews,4.5,"J3MH+9CW, C Block Block C Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 300 4465188,33.6334864,73.0785707,Cafe
Chaaye Republic,11 reviews,4.1,"washma hostel, house 15B,near, Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 307 5322243,33.6380013,73.0731184,Cafe
Saffron Family Restaurant Commercial Market,"1,651 reviews",4.4,"J3Q9+693, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 51 4850527,33.6380722,73.0685184,Fast food restaurant
Roll Shop,113 reviews,4.3,"Raja Plaza, Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",roll-shop.business.site,092 333 5565700,33.6376892,73.0686493,Pakistani restaurant
Pakistan Quetta Cafe,658 reviews,4.3,"Saidpur Rd, Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,Add place's phone number,33.6477461,73.0644081,Cafe
Rizwan Chips & Samosa Shop,14 reviews,4.9,"Allah Wali Market, Asghar Mall Scheme, Rawalpindi, Punjab, Pakistan",facebook.com,Add place's phone number,33.6314842,73.0662843,Pakistani restaurant
New Madina Resturant,93 reviews,3.9,"Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 46300, Pakistan",Add website,092 51 4581339,33.6367839,73.0701958,Pakistani restaurant
Pappasallis,58 reviews,4.1,"B-405 Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 46300, Pakistan",Add website,092 51 111 172 772,33.6345384,73.0702811,Fast food restaurant
Anarkali Restaurant,"1,414 reviews",4.4,"Nadir Plaza, Commercial Market Rd, D Block Block D Satellite Town, Rawalpindi, Punjab 47850, Pakistan",anarkalirestaurant.com.pk,092 51 4944424,33.6381725,73.0674802,Pakistani restaurant
Quetta Commercial Cafe,812 reviews,4.2,"J3Q9+4CV, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,Add place's phone number,33.6378746,73.0685501,Pakistani restaurant
What A Paratha,745 reviews,4.2,"1st floor, 546b, Commercial Market Rd, Rawalpindi, Pakistan",Add website,092 311 1100927,33.6372184,73.0679407,Pakistani restaurant
Pehalwan Jee Kheer House - Commercial Market,21 reviews,4.4,"Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 46300, Pakistan",Add website,092 333 3503644,33.6363992,73.0703378,Pakistani restaurant
Shadow Gaming Zone,5 reviews,5.0,"J3P9+HQV, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 336 5210480,33.6364945,73.0694648,Cafe
Chaman Ice Cream,30 reviews,4.1,"Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 46300, Pakistan",Add website,Add place's phone number,33.6350541,73.0704689,Pakistani restaurant
Quetta Commercial Cafe (QCC),11 reviews,3.9,"Ismail Plaza, Shop 2, Saidpur Rd, Mehmood Abad Pindora, Rawalpindi, Islamabad, Punjab 46000, Pakistan",Add website,Add place's phone number,33.6519731,73.0647741,Cafe
TIKKA N ROLL,171 reviews,4.0,"Commercial Market Rd, near national bank, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",tikka-n-roll.business.site,092 334 0211125,33.636687,73.0690873,Pakistani restaurant
Downtown Slice Commercial Market,44 reviews,4.6,"Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",dowtownslice.com,092 51 8894888,33.6366955,73.0685954,Fast food restaurant
Crunch N Grill,126 reviews,4.3,"Post Plaza, Shop No# 22, Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 51 4416816,33.6381075,73.0679246,Fast food restaurant
The Food Camp,2 reviews,4.5,"Commercial Market, Adjacent to Main Gate, Bachon ki Duniya ParkÃÂ Rawalpindi, 46300, Pakistan",the-food-camp.business.site,092 333 1555033,33.6383409,73.068598!,Fast food restaurant
Subway,924 reviews,4.3,"B-400 Rawal PlazaÃÂ Commercial Market Rd, Rawalpindi, 44000, Pakistan",Add website,092 51 4848181,33.6355146,73.0703547,Fast food restaurant
Broadway Pulao Kabab & Restaurant,820 reviews,4.0,"Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",Add website,092 51 4842222,33.6376097,73.0698995,Pakistani restaurant
Buddies Icecream ÃÂ®,85 reviews,4.2,"B-34, oppo GPO, Commercial Market Rd, adjacent Punjab College, Rawalpindi, 57000, Pakistan",Add website,092 348 4545504,33.6373832,73.0682206,Ice cream shop
Dehli Chaat House,549 reviews,4.2,"Post Plaza, Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",business.site,092 344 5391709,33.6378026,73.0687307,Pakistani restaurant
Quetta Ahmed Khan Family Restaurant,199 reviews,4.1,"Commercial Market, Block B, Satellite Town, Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",Add website,Add place's phone number,33.6369072,73.0682201,Pakistani restaurant
Pizza 1,1 review,5.0,"Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 304 5723236,33.63599,73.0704688,Pakistani restaurant
Sweet Palace,400 reviews,4.6,"Satellite Town Plaza, Commercial Market, Commercial Market Rd, Block B, Satellite Town, Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",Add website,092 51 4455301,33.6359928,73.0707049,Bakery
Commercial Broast & Biryani,7 reviews,3.9,"Commercial Market Road Opposite Al-Jannat Mall, beside Makki Masjid, Rawalpindi, Pakistan",Add website,092 333 6666597,33.6367299,73.0702043,Pakistani restaurant
Say Cheese,7 reviews,4.4,"Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 46300, Pakistan",Add website,092 309 0575958,33.6366859,73.0705205,Pakistani restaurant
Soghat Murgh Pulao & Restaurant,131 reviews,4.0,"Madni Market, Commercial Market, Block B, Satellite Town, Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",Add website,092 51 4582173,33.6365468,73.0693105,Pakistani restaurant
Jubilee Foods,2 reviews,4.5,"Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 315 4627288,33.63599,73.0704687,Pakistani restaurant
HashTag,25 reviews,4.7,"1, Rawalpindi, 44000, Pakistan",facebook.com,092 333 1004440,33.6390912,73.0697874,Fast food restaurant
Jazeera Foods ÃÂ¬ÃÂ²ÃÂÃÂ±ÃÂ ÃÂÃÂÃÂÃÂ²,211 reviews,4.6,"Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 46300, Pakistan",Add website,092 332 2220067,33.6364812,73.0702107,Pakistani restaurant
Burger Smoke,2 reviews,5.0,"Link Rd, Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 333 5556028,33.6367367,73.0694148,Pakistani restaurant
Hilal Fried Chicken,15 reviews,3.9,"Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Rawalpindi District, Punjab 46300, Pakistan",Add website,092 51 4422244,33.6339674,73.0707599,Chicken restaurant
Majeed Nihari House Satellite Town,482 reviews,4.4,"4th-B Rd, Asghar Mall Scheme, Rawalpindi, Punjab 46300, Pakistan",Add website,Add place's phone number,33.6334782,73.0651717,Breakfast restaurant
Cone Corner,100 reviews,4.4,"836-B shop 6 Raja Plaza, Commercial Market Rd, Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 51 8735114,33.637818,73.0688056,Ice cream shop
Park View Restaurant,174 reviews,3.8,"B-843 Commercial Market Rd, Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",Add website,092 51 4842101,33.6376265,73.0697047,Pakistani restaurant
Ansari Harissa Haleem Ghar,31 reviews,4.5,"Shop # 191G Mallikabad Shopping Mall, Murree Rd, near Commercial Market Road, Rawalpindi, Punjab 46000, Pakistan",business.site,092 313 5155870,33.6401668,73.0749771,Pakistani restaurant
SUFI BURGER,1 review,5.0,"Commercial Market Rd, D Block Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",Add website,092 334 5306119,33.6388271,73.0684309,Pakistani restaurant
icicles,24 reviews,4.7,"4th Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 51 4571692,33.6381019,73.0679202,Ice cream shop
Malik Aloo Puratha,14 reviews,4.4,"Rehman Plaza, Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",Add website,092 309 5282274,33.6365462,73.0694645,Pakistani restaurant
Dawood's Cafe & Restaurant,64 reviews,4.1,"Murree Rd, Faizabad, Rawalpindi, Islamabad, Punjab 46000, Pakistan",Add website,Add place's phone number,33.6614739,73.0844225,Pakistani restaurant
MusaKhel pulao,16 reviews,4.6,"Unnamed Road, B-Block Block B, Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 315 6022555,33.6376524,73.0725884,Pakistani restaurant
Takbeer Naan Shop,3 reviews,4.3,"Saidpur Rd, Asghar Mall Scheme, Rawalpindi, Punjab 46300, Pakistan",Add website,Add place's phone number,33.6329759,73.0625458,Cafe
Mansha Tikka,207 reviews,4.2,"J3MC+C8V, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 331 6166636,33.6336224,73.0707997,Pakistani restaurant
Dudes cafe,3 reviews,5.0,"Choti Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 46300, Pakistan",facebook.com,092 332 5350659,33.63644,73.0712583,Pakistani restaurant
Galaxy Fast Food,6 reviews,3.2,"Commercial Market Rd, Block B, Satellite Town, Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",Add website,092 51 4845700,33.6374882,73.0691763,Pakistani restaurant
OPTP Satellite Town,"1,746 reviews",4.1,"Muhammad ArcadeÃÂ B-847ÃÂ Commercial Market Rd, Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",optp.biz,092 51 111 116 787,33.6373324,73.0678165,Fast food restaurant
Butt Karahi (Ali Butt),"1,349 reviews",4.1,"D211, Rawalpindi, 46000, Pakistan",Add website,092 336 5038880,33.6394132,73.074207!,Pakistani restaurant
Tehzeeb Bakers,"7,024 reviews",4.5,"D-682-83 Altaf plaza Fifth RoadÃÂ Commercial Market Rd, Rawalpindi, 43600, Pakistan",tehzeeb.com,092 51 4417585,33.6388271,73.0684309,Bakery
ÃÂ©ÃÂÃÂ¦ÃÂ¹ÃÂ ÃÂ©ÃÂÃÂ±ÃÂ´ÃÂ ÃÂ©ÃÂÃÂÃÂ,2 reviews,5.0,"J3JF+X4P, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,Add place's phone number,33.63245,73.0728321,Pakistani restaurant
Master Chef Cuisine,82 reviews,4.5,"Shop#9, 2B 4th Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",masterchefcuisine.com,092 51 2716241,33.6367347,73.0690306,Pakistani restaurant
crunch o clock,2 reviews,5.0,"Post plaza, Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 315 5888189,33.6379765,73.0686033,Fast food restaurant
Sizzling Smoke,26 reviews,4.7,"J3PF+X4G Shop#4, satellite town, commercial market,tango market Back side of fire brigade, Rawalpindi, 46000, Pakistan",Add website,092 314 9555074,33.6374614,73.0728175,Pakistani restaurant
Tariq Bari Lajpal Cafe,9 reviews,4.2,"Chaklala Road, Waris Khan Millat Colony, Rawalpindi, Punjab 46000, Pakistan",Add website,092 340 8987713,33.6136335,73.068557!,Cafe
Western Grill,23 reviews,4.7,"B-Block Block B Satellite Town, Rawalpindi, Punjab 44000, Pakistan",Add website,092 330 2020927,33.6371906,73.0679197,Other
Al Sheikh Tikka House,27 reviews,4.6,"Hafeez Palaza, Fifth Rd, Rawalpindi, 46300, Pakistan",Add website,092 334 5756264,33.640122,73.0659294,Pakistani restaurant
BULLDOSE (DOSE OF FLAVOURS),4 reviews,4.3,"J3PC+395, B-Block Block B Satellite Town, Rawalpindi, Punjab 46300, Pakistan",facebook.com,092 336 5193051,33.6351352,73.0709854,Pakistani restaurant
RMU New Campus Cafe,32 reviews,4.1,"J3Q4+VG5, Block E Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 51 9290767,33.6394265,73.0563481,Other
MashaAllah foods and store,12 reviews,4.5,"Unnamed Road, D Block Block D Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,Add place's phone number,33.640706,73.0721414,Pakistani restaurant
Fresh Juice Corner,1 review,5.0,"Madni Market, Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",Add website,092 302 5213713,33.6366987,73.0691299,Ice cream shop
Quetta Chaman Restaurant,692 reviews,4.3,"Fifth Rd, D Block Block D Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,Add place's phone number,33.6399929,73.0661111,Pakistani restaurant
Chenab Burger,6 reviews,4.5,"Madina Market, Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",Add website,092 344 5231076,33.6363908,73.0703303,Fast food restaurant
ALFatoum,36 reviews,4.3,"Arslaan Arcade, Commercial Market Rd, adjacent Limelight, Rawalpindi, 46000, Pakistan",Add website,092 333 5556028,33.6389685,73.0706572,Fast food restaurant
SmokinStar,1 review,5.0,"D-692, 5th Road, Commercial Market Rd, Block D Satellite Town, Rawalpindi, Punjab 46000, Pakistan",Add website,092 300 9742931,33.6397676,73.0665336,Other
Bin Riaz Grill,524 reviews,4.4,"Block D, D Block Block D Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 51 4850002,33.6399695,73.0663586,Pakistani restaurant
Dawn Dahi Bhallay & Refreshment,2 reviews,4.5,"Commercial Market Rd, Block B, Satellite Town, Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",Add website,092 332 1516252,33.6377743,73.0687118,Fast food restaurant
Mamta Food Corner,3 reviews,5.0,"Adam Plaza, Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,Add place's phone number,33.6364629,73.0707172,Fast food restaurant
Karachi Naseeb Baryani & Pakwan Center,3 reviews,3.7,"Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 315 5090502,33.6374569,73.0728024,Pakistani restaurant
Itihad Resturant,18 reviews,4.3,"Fifth Rd, D Block Block D Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,Add place's phone number,33.6403264,73.0651036,Pakistani restaurant
Superstar hotel rawalpindi,2 reviews,5.0,"B10 Commercial Market Rd, near T2, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,Add place's phone number,33.6381303,73.0714789,Other
Chick Chicken,8 reviews,3.5,"67/04 B-Block Commercial MarketÃÂ Satellite Town, RawalpindiÃÂ Infront of Fancy Dupatta Center/Al Jannat MallÃÂ Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",facebook.com,092 334 5271889,33.6373373,73.0711748,Fast food restaurant
Taiba Refreshment Center,65 reviews,3.7,"Fifth Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 51 2716371,33.6386961,73.0709308,Pakistani restaurant
Quetta Commercial Cafe,1 review,5.0,"St. 11, Asghar Mall Scheme, Rawalpindi, Punjab, Pakistan",Add website,092 315 5772178,33.6311055,73.0713437,Breakfast restaurant
Saffron,259 reviews,4.3,"Fifth Road, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",saffron.com.pk,092 303 7770588,33.6379271,73.0716053,Other
Chaat Bae,1 review,5.0,"J3PC+J38, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,Add place's phone number,33.6365259,73.070198!,Pakistani restaurant
Mian Jee Restaurant,118 reviews,4.0,"J3R5+4WR, Block E Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 302 5368537,33.6403881,73.0597778,Pakistani restaurant
Quetta Family Restaurant,8 reviews,4.4,"J3P9+R86, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,Add place's phone number,33.6370383,73.0682714,Pakistani restaurant
"Los Angeles, Cafe",6 reviews,4.7,"I.J.P. Rd, Pirwadhai, Rawalpindi, Islamabad, Punjab, Pakistan",Add website,092 303 5435290,33.6359876,73.0356572,Cafe
Karachi Qalandari Biryani & Pakwan Centre,80 reviews,4.1,"Madina Market, Block B Satellite Town, Rawalpindi, 46000, Pakistan",Add website,Add place's phone number,33.6362146,73.0685665,Pakistani restaurant
Aryana Namkeen Shinwari Restaurant,117 reviews,3.8,"Commercial Market, Block B, Satellite Town, Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",Add website,092 331 9948170,33.637367,73.0682007,Pakistani restaurant
Chaman Ice Cream,"2,491 reviews",4.1,"Fifth Rd, D Block Block D Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,Add place's phone number,33.6390044,73.0713816,Ice cream shop
The Kitchen family restaurant,3 reviews,4.0,"Fifth Road, D Block Block D Satellite Town, Rawalpindi, Punjab 46300, Pakistan",Add website,092 321 5949497,33.6395478,73.0668758,Pakistani restaurant
Naseeb Chicken corn soup,2 reviews,5.0,"Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,Add place's phone number,33.6377567,73.0717092,Other
Dawn,3 reviews,3.3,"Commercial Market Rd, B-Block Block B Satellite Town, Rawalpindi, Rawalpindi District, Punjab, Pakistan",Add website,Add place's phone number,33.6378101,73.0687861,Fast food restaurant
Safa Restaurant,4 reviews,5.0,"J3P9+MPX, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,Add place's phone number,33.6367276,73.0693585,Pakistani restaurant
Majeed Nihari,750 reviews,4.4,"Hakim Muhammad Amjal Khan Rd, Committe Chowk, Rawalpindi, Punjab 46000, Pakistan",Add website,Add place's phone number,33.6152731,73.0575132,Pakistani restaurant
Marhaba Dahi Bhalay & Refreshment Centre,5 reviews,5.0,"J3Q9+4XF, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,Add place's phone number,33.6378058,73.0699192,Fast food restaurant
Mashaallah Restaurant,5 reviews,4.8,"B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 315 5214585,33.6381875,73.0708125,Pakistani restaurant
KHAN JUICE CORNER,3 reviews,5.0,"J3P9+JV7, B-Block Block B Satellite Town, Rawalpindi, Punjab, Pakistan",Add website,092 303 5010075,33.6365211,73.069679!,Juice shop
Ice Tech Ice Cream Shop,7 reviews,4.0,"Commercial Market Rd, Block B, Satellite Town, Block B Satellite Town, Rawalpindi, Punjab 46000, Pakistan",Add website,092 300 6445685,33.6387096,73.070935!,Ice cream shop
